"agreement","annotation_id","annotator","created_at","id","lead_time","sentiment","text","updated_at"
100.0,35305142,"20111","2024-04-25T22:50:34.533216Z","VhRcRMqtE04Dwj8YWhOB",2.652,"non-belief","arbitrage, I guess???","2024-04-25T22:50:34.533243Z"
100.0,35305145,"20111","2024-04-25T22:50:43.667270Z","daw0uuskdqh",7.828,"non-belief","Would you guys be surprised if I told you that Chris Christie was favoured for VP in 2016 before Trump ultimately heeded advisors' calls for Pence?","2024-04-25T22:50:43.667287Z"
100.0,35305148,"20111","2024-04-25T22:50:49.827109Z","mcqntxq49qt",5.453,"non-belief","You're right, it should be a linked multi. I've created a proper market here - I'll N/A this one:        - If you'd like to repeat your trades on that market, I'll reimburse you if you're worse off than you would have been on here. Sorry for the inconvenience!","2024-04-25T22:50:49.827130Z"
100.0,35305234,"20111","2024-04-25T22:54:39.323273Z","n3w2udbx79j",228.875,"belief","Update - shares have fallen from a high of $79.38 to $32.41 by the end of today's trading. That's down almost 60%. There's still a large chunk left to fall before this market can resolve to YES, but it's looking a bit more likely than it was a week ago!","2024-04-25T22:54:39.323291Z"
100.0,35305245,"20111","2024-04-25T22:55:05.211678Z","8w9c3x8w73y",25.199,"belief","fair & market price dont go together","2024-04-25T22:55:05.211698Z"
100.0,35305247,"20111","2024-04-25T22:55:09.869698Z","s6d7uhei59",4.056,"non-belief","yes ill make it clear","2024-04-25T22:55:09.869713Z"
100.0,35305252,"20111","2024-04-25T22:55:15.501767Z","8ua73vh88a3",4.966,"non-belief","I assume that we are talking about the Men's National Team, not the Women's National Team?","2024-04-25T22:55:15.501784Z"
100.0,35305257,"20111","2024-04-25T22:55:21.683517Z","gd6f57y3h2o",5.497,"belief","I think youve made a mistake with the type of market youve created.","2024-04-25T22:55:21.683532Z"
100.0,35305263,"20111","2024-04-25T22:55:29.136924Z","x71dm3b7n5",6.843,"non-belief","Shanahan announced, and speaking now! You can watch the speech at live with prop bets on manifold TV in the sidebar! Or  [URL]","2024-04-25T22:55:29.136940Z"
100.0,35305270,"20111","2024-04-25T22:55:36.810460Z","f4hv0owfvmw",6.992,"belief","well done, sir","2024-04-25T22:55:36.810478Z"
100.0,35305284,"20111","2024-04-25T22:56:02.439323Z","yvtxmzsz8b",24.893,"belief","Aaron Rogers makes significantly more sense than Sergei Brins ex-wife whose greatest slash only accomplishment is getting divorced.","2024-04-25T22:56:02.439351Z"
100.0,35305288,"20111","2024-04-25T22:56:07.418149Z","xwg5hdq2l6",4.303,"non-belief","What do you mean that you dont believe her?","2024-04-25T22:56:07.418165Z"
100.0,35305294,"20111","2024-04-25T22:56:18.463282Z","cslbb329yar",10.294,"non-belief","I'm going to close this market to new submissions for now, but I'll add any other serious contenders I hear about. Please leave a comment if there's anyone else you think should be added to the list.","2024-04-25T22:56:18.463299Z"
100.0,35305308,"20111","2024-04-25T22:57:03.857842Z","5lh1hes0lmb",44.469,"non-belief","lmao boss move - he literally gave these people as his shortlist. TrollFK Jr. for President","2024-04-25T22:57:03.857857Z"
100.0,35305311,"20111","2024-04-25T22:57:09.788167Z","91g67lcoifb",5.221,"non-belief","Kennedy told CNN he also spoke with former television host Mike Rowe, motivational speaker Tony Robbins and Tricia Lindsay, a civil rights attorney.","2024-04-25T22:57:09.788182Z"
100.0,35305318,"20111","2024-04-25T22:57:21.807803Z","j1u6pwq07mn",11.397,"non-belief","When you say invalidate, do you mean resolving the market N/A?","2024-04-25T22:57:21.807818Z"
100.0,35305325,"20111","2024-04-25T22:57:48.845853Z","31bdbgigmiw",26.294,"non-belief","If you have voter turnout opinions, this might be a good market for you","2024-04-25T22:57:48.845869Z"
100.0,35305335,"20111","2024-04-25T22:58:20.187662Z","c7xnee7skp",30.498,"non-belief","""So im assuming if Kaku lives through a 3rd party then this still resolved as Yes, right?""- Correct, if Kaku survives anyhow, it will resolve ""yes"".","2024-04-25T22:58:20.187677Z"
100.0,35305337,"20111","2024-04-25T22:58:24.223322Z","58ghi5mtu8r",3.402,"non-belief","Voting yes under my ""rich people love ugly things"" policy","2024-04-25T22:58:24.223342Z"
100.0,35305355,"20111","2024-04-25T23:00:02.450083Z","s89uzqon48",97.589,"belief","My rationale: An attack like this is likely, but reliable attribution is unlikely.","2024-04-25T23:00:02.450102Z"
100.0,35305357,"20111","2024-04-25T23:00:06.697476Z","sst2gd6a29",3.46,"non-belief","any i miss yet?","2024-04-25T23:00:06.697493Z"
100.0,35305366,"20111","2024-04-25T23:00:28.733102Z","4ouompxaz9v",20.757,"belief","Update - the calls from Tories have gone a bit quiet and Cameron has declared that we will not stop arming Israel. There have been no updates to the Spectators list, so I think something big would have to change to stop this from resolving to NO.","2024-04-25T23:00:28.733118Z"
100.0,35305370,"20111","2024-04-25T23:00:33.675499Z","8vrvrr8bz89",4.265,"non-belief","Slightly higher than I expected.","2024-04-25T23:00:33.675517Z"
100.0,35305371,"20111","2024-04-25T23:00:37.532704Z","ocr2cu19yuj",2.696,"non-belief","I will resolve to NO","2024-04-25T23:00:37.532720Z"
100.0,35305372,"20111","2024-04-25T23:00:41.038050Z","wqmdntir6br",2.833,"non-belief","Does this resolve N/A or NO if there are no characters?","2024-04-25T23:00:41.038068Z"
100.0,35305381,"20111","2024-04-25T23:01:05.722255Z","9u7gka37s9i",23.989,"non-belief","I can answer this question immediately. No, he will not be on the ballot, nominations closed today, his nomination was deemed invalid therefore he will not be on the ballot papper. He can lodge as many appeals as he want, but it too late, nominations have closed","2024-04-25T23:01:05.722280Z"
100.0,35305435,"20111","2024-04-25T23:03:09.226928Z","9oeguvkpmdd",122.738,"belief","These are good questions, but I'd space it out since we have three weeks to go. Too many questions at once imo!","2024-04-25T23:03:09.226952Z"
100.0,35305442,"20111","2024-04-25T23:03:24.062322Z","00bp2b82t4qst",44.034,"non-belief","If the amount produced is between 50% and 100% of 2024 production, I'll resolve to 50% or NA, depending on how reliable the stats I can get are. Assuming the stats are decent, you could resolve this market to  2 * ((2030 production / 2024 production) - 50%) . That's 0% (NO) if production falls by more than 50%, 100% if it grows, and scales linearly in between. Seems more intuitive than an arbitrary 50% or N/A resolution. What do you think?","2024-04-25T23:03:56.498695Z"
100.0,35305461,"20111","2024-04-25T23:04:07.390428Z","q9l8tzipzwd",4.102,"non-belief","I've never seen a better Pringles ad tbh","2024-04-25T23:04:07.390453Z"
100.0,35305463,"20111","2024-04-25T23:04:10.321028Z","udqy42h1s3d",12.744,"belief","interesting story","2024-04-25T23:04:23.382861Z"
100.0,35305477,"20111","2024-04-25T23:04:29.779945Z","8mwrvyxuq66",4.63,"non-belief","because the NSA has access to their data","2024-04-25T23:04:29.779961Z"
100.0,35305478,"20111","2024-04-25T23:04:34.499931Z","9s7vp5wir4l",4.017,"non-belief","Why doesn't the US government ban Apple or Meta?","2024-04-25T23:04:34.499946Z"
100.0,35305482,"20111","2024-04-25T23:04:44.809687Z","tlp5v8jm1v",9.502,"belief","Banning TikTok would be as useless as prohibition. Citizens will still use it but the US government won't be able to monitor it because people will be using Virtual Private Networks.","2024-04-25T23:04:44.809704Z"
100.0,35305547,"20111","2024-04-25T23:07:48.697378Z","t2hbo1kig5r",19.718,"belief","The evidence suggesting tiktok unabashedly censors and suppresses speech that is inconvenient for the Communist Party (Uighurs, Tiananmen Square, etc.) seems fairly straightforward. While principles of free speech are valuable and important, they probably shouldn't be unlimited, and tiktok as an unambiguous propaganda arm of an aggressive authoritarian state seems like a fairly obvious bad faith actor in the broader media landscape.  Should it be banned, considering this context? It seems reasonable enough to me - the CCP always tries to use whatever levers it has access to to better pursue its interests, and its interests include dominating the liberal democracies in its region. Tiktok is a fairly large lever to pull due to its large userbase, and has plenty of potential to influence the populations of democracies in ways that assist it in this bad behaviour. The fact of the matter is that it already openly does this, so this isn't even a hypothetical. Why let it continue to operate?  To my mind not banning tiktok is like refusing to take a gun away from someone because so far they've only used it to blow off your pinkie. They claim they're not going to shoot you somewhere more vital next and that it would be ridiculous of them to do that, while simultaneously buying up lots of ammunition and practicing their aim on a training dummy that looks suspiciously like you. Actually, considering the #dontbantiktok campaign perhaps the analogy would be more accurate if we were to say that this person is desperately unloading their mags in your direction at the same time that they are saying they would never shoot you. Very unconvincing. While maybe in general someone could support the right of people to own guns, I don't think it makes sense to extend that support to this person even as they are currently shooting at you.","2024-04-25T23:07:48.697396Z"
100.0,35598500,"20111","2024-05-02T02:17:23.650575Z","caz183m7txp",110.671,"belief","From what evidence I have been receiving from both parties, TicToc should be banned in the U.S for three primary reasons. One: the history of the app itself. Everyone should know that tic toc has been used maliciously as a spy tool for a fair portion of it's life from what reliable sources I can trust. Not only that, but it's encouragement of short form media, and only short term media, has created a piranha type swamp to any to set their foot inside. Without a decent was to search, influences are constantly against the grain at their fellow creator's encouraging destructive behavior that could otherwise be avoided. Now youtube suffers from this as well, but not nearly at the scale of tic toc due to it's reliable search engine, allowing for a more flexible situation, and it's long video production provide a sense of variety and exploration beyond the death scroll. Two: the death scroll. We all have suffered through the death scroll from short term media, wheaten its a social or videos. What makes tic toc so susceptible to this is the lack of any meaty media. If all you do is snack for a day, your going to feel unsatisfied all day because you lack a hearty meal. Tic toc is like that because all you can do is snack, and when that is your main source of media, you have to skip to the next video and the next just to feel satisfied. Now there is some ways to prevent this by giving yourself regulations, but not many people can properly regulate such tools. Third: the degradation of content. Over the years toc toc has slowest lost original and taste. What was a platform full of interesting and original ideas turned into a feed of half thrown together videos with little thought in them. Now, there are still good prices of media on the platform, but the amount of trash surrounding them makes them a diamond in the rough.  In summary, tic toc has created a toxic investment the creates unsatisfying and un fulfilling videos in such a way that makes this platform unusable. To all who still prosper through their original ideas, this isn't for you. This is for every half cobbled dance routine and every hater video on it. To whoever reads this, have a nice day.","2024-05-02T02:17:23.650590Z"
100.0,35598515,"20111","2024-05-02T02:17:44.518675Z","rgg0ryd0sr",19.51,"belief","There needs to be a general policy on what businesses and industries the Chinese are allowed to control in the United States. Banning Tiktok just based off of vibes that it's dangerous isn't a good idea. It makes the US look like a mini-China, it creates uncertainty for investors, and it can end up banning more than is needed. It shouldn't be ignored that TikTok has provided a ton of value to Americans.  I agree with Tyler Cowen's blog post. Much more research and fact-finding needs to be done. This is a dangerous precedent being set.  [URL]","2024-05-02T02:17:44.518694Z"
100.0,35598519,"20111","2024-05-02T02:17:49.525534Z","mnnpkfnsa2e",4.126,"non-belief","and now there's a new Piers Morgan video too? lol","2024-05-02T02:17:49.525551Z"
100.0,35598521,"20111","2024-05-02T02:17:52.454058Z","xtgt74ggb4j",2.286,"non-belief","resolve pls","2024-05-02T02:17:52.454080Z"
100.0,35598522,"20111","2024-05-02T02:17:55.549663Z","bp9h41aky7v",2.165,"non-belief","gg lmao","2024-05-02T02:17:55.549682Z"
100.0,35598532,"20111","2024-05-02T02:18:24.056697Z","9e4qfm1szxw",27.646,"belief","time to hedge tbh","2024-05-02T02:18:24.056713Z"
100.0,35598565,"20111","2024-05-02T02:19:48.823911Z","b427rv24146",83.898,"non-belief","Glowing eyes","2024-05-02T02:19:48.823925Z"
100.0,35598569,"20111","2024-05-02T02:20:02.671971Z","44m9jgkm4qt",12.936,"non-belief","The rock raised eyebrow glowing eyes.jpg","2024-05-02T02:20:02.671987Z"
100.0,35598572,"20111","2024-05-02T02:20:10.672305Z","BP8Mid2856ByWU7GxPd7",7.133,"belief","Destiny sure is putting a lot of effort into this bait","2024-05-02T02:20:10.672322Z"
100.0,35598577,"20111","2024-05-02T02:20:19.900694Z","2xuusitj6ih",8.456,"belief","i feel after 10 months of this one it will get old","2024-05-02T02:20:19.900713Z"
100.0,35598598,"20111","2024-05-02T02:21:28.623508Z","qfqunx941uh",68.011,"non-belief","yes and his foundation is a major funder of the effort, so it's got a link to president Carter","2024-05-02T02:21:28.623526Z"
100.0,35598599,"20111","2024-05-02T02:21:32.191348Z","35za3z2h4i3",2.736,"non-belief","Resolves YES, 3rd hand","2024-05-02T02:21:32.191369Z"
100.0,35598609,"20111","2024-05-02T02:22:08.554756Z","tj60k1fk11p",35.554,"belief","""By April"" is unfortunately ambiguous, it can mean either ""before end of April"", or ""before April"", with both definitions adamantly defended as being the dictionary one. ""Before end of April"" is the dictionary definition as far as I can tell, but it doesn't really matter because people use the word both ways in practice, and are unaware that it is ambiguous. Usually we just look at the market close date and can see which the creator meant and people are happy enough with that, though it would be better if creators could avoid the language altogether (but they don't realise it's ambiguous when they write it). Given the close date of the market is in the middle of April and has not changed, and that the most recent clarification from the creator is that the close date is the resolution deadline, that seems as good enough a way to resolve the ambiguity as any other, despite not matching either definition. The creator did comment prior to that that it was end of April - ""plus one hour"" (what timezone? Don't know), but there weren't many trades between that and the later clarification, I don't think this is too much of a problem. If the creator doesn't respond or resolve within 48h, then mods will resolve, and if there's a dispute then it will go to a three-mod vote as to how to resolve - and the rule is that if the vote is not unanimous, the market resolves NA.","2024-05-02T02:22:08.554773Z"
100.0,35598617,"20111","2024-05-02T02:22:44.528264Z","1iug31wiprr",35.088,"belief","Traders cannot be expected to read all the comments in every market to look for comments that contradict the literal meaning of the title and description. Comments should have no bearing on the resolution. Only the title and description should matter.","2024-05-02T02:22:44.528285Z"
100.0,35598623,"20111","2024-05-02T02:22:56.010847Z","edaaj9gq8qh",10.799,"non-belief","born 1991, no major health issues i can think of (yet)","2024-05-02T02:22:56.010863Z"
100.0,35598632,"20111","2024-05-02T02:23:23.853181Z","5G4Sd2PQcYTaxLaCC9ga",27.053,"non-belief","She didn't.","2024-05-02T02:23:23.853198Z"
100.0,35598652,"20111","2024-05-02T02:24:44.972817Z","u8kMTmw3ngiY8x1CupfC",80.275,"belief","What do you mean numbers are low? If the traders are low? Did they explain what low is? Less than 40 or 50? Does it have to be on a unlinked MC? These would make banger dailies. Based on discord the higher ups would have the most problems with ""the d20 dice roll is even"" as that is a 50/50 chance. Coin flip was one of the core arguments used by people as to why stocks shouldn't be a thing.","2024-05-02T02:24:44.972835Z"
100.0,35598655,"20111","2024-05-02T02:24:49.518864Z","yHrHFgpfD7vwc3TVwWYj",3.626,"non-belief","pls resolve no, proof: common sense or  [URL] NASDAQ didn't make it","2024-05-02T02:24:49.518888Z"
100.0,35598658,"20111","2024-05-02T02:24:56.064943Z","rjgeWPaMbeZOlStx4C7h",5.42,"non-belief","Of course it was written before it was published but getting a date for that?","2024-05-02T02:24:56.064963Z"
100.0,35598661,"20111","2024-05-02T02:25:01.598279Z","Glx2xuL4bdhvyCOiPG7v",11.988,"belief","honestly I don't know anything about it lol  I'm just holding yes on a January video release and would probably find it entertaining if she went on a rant about Millennial moral outrage  kids in all days are into some silly stuff  it's the natural order of things","2024-05-02T02:25:30.457154Z"
100.0,35598664,"20111","2024-05-02T02:25:07.462630Z","Fv5WEKy8QFf0Bh86GD7Y",6.599,"belief","224 ANSWERS! NEW RECORD and there is potential to go even higher before EOM!","2024-05-02T02:25:36.948865Z"
100.0,35598676,"20111","2024-05-02T02:25:43.072705Z","iAPXREq0Pbg4IqOMgEpi",3.568,"non-belief","he loaded his car up with petrol","2024-05-02T02:25:43.072720Z"
100.0,35598687,"20111","2024-05-02T02:26:09.014261Z","wkSlGqtfWsXRG0thlPQ6",24.561,"belief","maybe more than a photo in church, but a statement from friends saying he went to church and was a christian also needs to be shown to be 'terrorism'","2024-05-02T02:26:09.014282Z"
100.0,35598690,"20111","2024-05-02T02:26:13.016600Z","TCODD3cFRKvjKiPmcCmS",2.535,"non-belief","Why would it have to be this weekend?","2024-05-02T02:26:13.016623Z"
100.0,35598697,"20111","2024-05-02T02:26:32.053837Z","sLUVtZMLoYFjCqZHO7ta",18.018,"belief","On the other hand, I may be missing some locations. I have data for 18,403 stations across the US. But for example, the closest stations I have to Palisades Tahoe are in Tahoe City (10 km away) and in Tahoma (18 km away). Their totals are Tahoe City: 16.5 inches; Tahoma: 31.5 inches. But the tracker for the Palisades Tahoe ski resort shows that they've received around 80 inches this month:  Snowfall Tracker Lake Tahoe | Palisades Tahoe. I'm open to suggestions if there are any better sources, but I'm still pretty confident that this should resolve NO.","2024-05-02T02:26:32.053858Z"
100.0,35598699,"20111","2024-05-02T02:26:39.255472Z","oV9hJIR93B29Zpz76Hg4",6.425,"non-belief","I've written a script to collect the data from NOAA into a database where I can query it. Here's the top 10 locations so far this month:","2024-05-02T02:26:39.255491Z"
100.0,35598705,"20111","2024-05-02T02:27:06.582262Z","HFtdCuJ15pcZcsCDWsAK",26.468,"non-belief","I have placed No orders for 5000 total Mana from 59% to 68%.","2024-05-02T02:27:06.582277Z"
100.0,35598709,"20111","2024-05-02T02:27:14.362265Z","SryTC6tO7rmIQzeCtha2",6.393,"non-belief","Hart has played in 26 games for the Flyers so far this season, including making 25 starts. He's 12-9-3 in his sixth NHL season, the final one of his three-year contract worth $11.9 million. [URL] Dillon Dube He has three goals and four assists in 43 games this season. [URL]","2024-05-02T02:27:14.362283Z"
100.0,35598712,"20111","2024-05-02T02:27:17.746136Z","MGeRxo6JNKXzFfgqRpMp",2.7,"non-belief","resolves YES  [URL]","2024-05-02T02:27:17.746154Z"
100.0,35598718,"20111","2024-05-02T02:27:37.346630Z","9uTC08tIJIGG6iT3jDFU",18.812,"belief","I would agree that it's a serious gaffe, because it's being made out to be. It's not, though, a sign of Alzheimer's disease or being old or whatever the other people are trying to make it out to be.  I have trouble with names all the time, and I'm sure that young politicians do too.  Their opponents just use other things that are said and draw attention to them as ""gaffes."" It's all about trying to create a narrative.","2024-05-02T02:27:37.346646Z"
100.0,35598722,"20111","2024-05-02T02:27:46.949484Z","yB4rbaLUb8q1DFrZUkEe",8.575,"belief","[URL] [URL] It appears that Trump is misspelling her name on purpose, much like he did to ""Rob"" DeSantis. As such, I wouldn't call his statement a ""gaffe"".","2024-05-02T02:27:46.949502Z"
100.0,35598726,"20111","2024-05-02T02:27:51.711730Z","1SJInrG874WOiJfFLoHh",3.944,"non-belief","so if i just write a comment '@fairlyrandom 20' it will pick a d20 number for me?","2024-05-02T02:27:51.711746Z"
100.0,35598729,"20111","2024-05-02T02:27:57.516226Z","tUkCzUY4g6S85eUQtpIh",28.071,"non-belief","NA due to unclear answer","2024-05-02T02:28:26.410873Z"
100.0,35598735,"20111","2024-05-02T02:28:33.616404Z","n7cN9ZLQ11r57wz13IYD",8.952,"non-belief","Trump62.8% Haley11.9% DeSantis11.8% [URL] Can resolve yes:  Nikki Haley will overtake and lead Ron DeSantis on 538's Republican Primary 2024 page on Blue Monday 2024? (Jan 15)","2024-05-02T02:28:33.616422Z"
100.0,35598749,"20111","2024-05-02T02:29:32.773250Z","ki6qGJMjxgtkmJukgKci",57.981,"non-belief","The ruling we had on this before was: I don't think there's a  single person who died this month  who has met this standard.","2024-05-02T02:29:32.773272Z"
100.0,35598753,"20111","2024-05-02T02:29:36.862379Z","TJGLpkczVak6KurMv6wC",3.101,"non-belief","thank you muchly!","2024-05-02T02:29:36.862395Z"
100.0,35598754,"20111","2024-05-02T02:29:41.374907Z","wyQVyK0nsxTKo75WrBvE",3.192,"non-belief","but is question at any time or at end of Jan?","2024-05-02T02:29:41.374930Z"
100.0,35598757,"20111","2024-05-02T02:29:44.427052Z","fZZGipIbUZguRKl7ZB60",2.273,"non-belief","resolved yes   ?","2024-05-02T02:29:44.427077Z"
100.0,35598761,"20111","2024-05-02T02:29:50.891301Z","ygxvuCt0G9ms1cjHaTCm",5.223,"non-belief","agreed  If the Epstein files aren't a public celebrity sex scandal, I don't know what is.  Makes me wonder why this is so low and hasn't been resolved","2024-05-02T02:29:50.891326Z"
100.0,35598762,"20111","2024-05-02T02:29:53.628897Z","YFrJL72R5Axgdd5QHKa3",2.04,"non-belief","(i did not agree to anything)","2024-05-02T02:29:53.628914Z"
100.0,35598764,"20111","2024-05-02T02:29:56.867888Z","Y319DghbSMn1wWelDc2s",1.931,"non-belief","resolves YES","2024-05-02T02:29:56.867907Z"
100.0,35598765,"20111","2024-05-02T02:30:00.520417Z","xp84JVpwTS6Y7scfwugV",5.662,"belief","qrts are fine since he is adding to them imo","2024-05-02T02:30:21.802869Z"
100.0,35598772,"20111","2024-05-02T02:30:27.090233Z","40w0fijmbfo",7.286,"non-belief","How's the trading been in the last couple of weeks?","2024-05-02T02:30:27.090250Z"
100.0,35598778,"20111","2024-05-02T02:30:34.491210Z","0kio3mjqsp2i",5.886,"non-belief","When you say ""It is the best of 1400 models..."", is that based on a validation set and then the 656% result is based on a held-out test set? Or did you train 1400 models and pick the best based on a single hold-out test set without an intermediate validation set?","2024-05-02T02:30:34.491224Z"
100.0,35598805,"20111","2024-05-02T02:31:33.311409Z","e332x1ho1qc",57.819,"non-belief","when you are a trillionaire, remember that Al Quinn believed in you!","2024-05-02T02:31:33.311427Z"
100.0,35598822,"20111","2024-05-02T02:32:19.397280Z","wq6peYXly23iZIn0WLkd",44.902,"non-belief","The model entered production trading on January 29, 2024.  This comment will be used from here on to report on each day's profits. 2024-02-28 0.233% (S&P -0.145%) 2024-02-27 0.825% (S&P -0.361%) (notes: expanding from 500 to 5000 stocks Feb 29) 2024-02-26 -0.403% (S&P -0.18%) 2024-02-23 -0.764% (S&P 1.38%) (notes: entered large position on oversold stocks, awaiting rebound) 2024-02-22: 0.527% (S&P 1.59%) 2024-02-21: -0.944% (S&P -0.53%) 2024-02-20: -1.73% (S&P -1.000%) 2024-02-15: -3.186% (S&P 0.377%) 2024-02-14: 2.472% (S&P 0.62%) (notes: re-bought AMD at higher price; investigate why to optimize) 2024-02-13: 2.200% (S&P 0.42%) (notes: decided against changes; inflation report could easily have gone other way; in line with one negative day per week; model tracking slightly below backtested rate at 301% CAGR) 2024-02-12: -2.197% (S&P -1.34%) (notes: up 12.07% intra-day; investigate that) 2024-02-09: 0.804% (S&P 0.4%) 2024-02-08: 1.236% (S&P 0.2%) (notes: first day with $152,000 available in account to trade) 2024-02-07: -0.0001% (S&P 0.39%) (notes: delayed buys cost 0.28% compared to if executed 3m 55s sooner) 2024-02-06:  4.04% (S&P 0.46%) (notes: first day with sells delayed by less than 5s; buys still delayed 4m) 2024-02-01 to 2024-02-05:  0% (notes: money stuck in ACH system, unable to trade) 2024-01-31: 0% (S&P -0.94%) (notes: no buys indicated) 2024-01-30:  -1.38% (S&P -0.67%) (notes: crashed midway through day) 2024-01-29:  1.21% (S&P 0.77%) (notes: bug incorrectly placed limit orders, best stocks not bought)","2024-05-02T02:32:19.397296Z"
100.0,35598825,"20111","2024-05-02T02:32:32.258128Z","tlEFb4GaqDmnzxv7EM84",12.04,"belief","On Wednesday, January 24, the model earned 0.48%, on a day when the S&P 500 was up 0.36%. The infrastructure delayed its buys for 1 hour and 15 minutes for an unknown reason, which led to the lower performance that day.  Sells were also delayed by 3 minutes due to API call rate limits.  We believe that approximately halved profits for the day. We are continuing the battle and are considering a full custom trading engine instead of using the signals from the model in open source engines.  If so, we would hope to launch in March.","2024-05-02T02:32:32.258144Z"
100.0,35598830,"20111","2024-05-02T02:32:46.645870Z","lciir2nk2g",13.568,"non-belief","... you think there'll potentially be relevant news aboubt extropic in the next few weeks?","2024-05-02T02:32:46.645890Z"
100.0,35598832,"20111","2024-05-02T02:32:51.099300Z","mvrq0wv5nb",3.686,"non-belief","don't fill it, @ me and I'll give u a much better price","2024-05-02T02:32:51.099320Z"
100.0,35598836,"20111","2024-05-02T02:32:56.716092Z","3t09ksekh1y",4.812,"non-belief","As in 'hyping product that doesn't work', or as in 'fraud, crimes'? Those are very different","2024-05-02T02:32:56.716111Z"
100.0,35598837,"20111","2024-05-02T02:33:00.125225Z","61ntss6v57g",2.146,"non-belief","No shot","2024-05-02T02:33:00.125242Z"
100.0,35598843,"20111","2024-05-02T02:33:11.445621Z","Kr2a6CGUWWCEpPuAOeuU",27.588,"non-belief","Their first round funding pre9ss release, is it sci-fi word salad, or is there enough to go off to understand what they're actually doing? It's analog computing right? But what actually is theirs going to be, how does it work etc","2024-05-02T02:33:34.040786Z"
100.0,35598860,"20111","2024-05-02T02:34:27.100559Z","uxfbc91344",47.788,"non-belief","Incredibly based that the winner is decided by  donations to kill mosquitos","2024-05-02T02:34:27.100576Z"
100.0,35598865,"20111","2024-05-02T02:34:33.624645Z","cj19c4wiplh",5.355,"belief","CMON SLAZAC YOU LITTLE FRENCH TWINK I BELIEVE IN YOU!!!!!!!!!!!!!!!!!","2024-05-02T02:34:33.624664Z"
100.0,35598867,"20111","2024-05-02T02:34:38.150416Z","1del42zf4yp",3.743,"non-belief","well, this was it! I saw the decision by the judge Mellon.","2024-05-02T02:34:38.150433Z"
100.0,35598869,"20111","2024-05-02T02:34:41.531716Z","xvq1h4hj39s",2.543,"non-belief","I just realized I did that too! ugh.","2024-05-02T02:34:41.531732Z"
100.0,35598871,"20111","2024-05-02T02:34:48.877418Z","81ht8ivgp7c",6.55,"non-belief","So excited to get home from trivia and watch the penultimate episode.","2024-05-02T02:34:48.877434Z"
100.0,35598879,"20111","2024-05-02T02:35:13.555509Z","pd90wuwbdtr",23.955,"belief","One week left, and the shows better than ever!","2024-05-02T02:35:13.555525Z"
100.0,35598883,"20111","2024-05-02T02:35:29.381515Z","n1jkpjv22nh",15.158,"non-belief","Hmm, so at any point in time, you should bet what you think AAPL will be in one week, and continually update your prediction as the market remaining open pushes the resolution date later? Fascinating. What are you hoping to gain from this method vs fixed dates?","2024-05-02T02:35:29.381529Z"
100.0,35598886,"20111","2024-05-02T02:35:35.695714Z","9w05in4ztwn",5.147,"non-belief","this market is now effectively, will he rejoin NPR by the end of the year.","2024-05-02T02:35:35.695731Z"
100.0,35598889,"20111","2024-05-02T02:35:38.747260Z","idwfxff0jp",2.153,"non-belief","You missed one!","2024-05-02T02:35:38.747281Z"
100.0,35598895,"20111","2024-05-02T02:36:11.270887Z","jz4gkba277c",31.141,"non-belief","Christopher Hope of GB News says that Reform UK sources claim the party is in advanced talks with up to 9 Tory MPs: But both Reform UK and GB News are known to bend the truth from time to time, so maybe we should take this with a pinch of salt!","2024-05-02T02:36:11.270904Z"
100.0,35598907,"20111","2024-05-02T02:36:47.531096Z","f7ijp9m6k6u",35.037,"belief","I stay sane by appreciating the little things in life. Coffee in the morning, nice weather on a Saturday, people distinguishing G from IQ; the usual stuff. I hate how the IQ debate often gets framed: ""Is IQ real or are intelligence differences fake?"" This is a dumb dichotomy that makes it feel like we're still in the f-ing 19th century debating between tabula raza and phrenology.  Obviously some people are smarter than others. It's just IQ is a shit measure of that difference. We can't even agree on a single definition of intelligence, let alone a unified way of measuring it. G isn't a perfect solution, but at least it acknowledges proficiencies in a variety of intellectual tasks correlate without trying to squeeze the complexity of intelligence into a one-dimensional spectrum.","2024-05-02T02:36:47.531115Z"
